stop_id,stop_code,stop_name,stop_desc,wheelchair_boarding,stop_lat,stop_lon
127,127,THEKLA @ EMERSON SB,NEAR SIDE THEKLA @ EMERSON SB,2,38.694865,-90.245546
166,166,WEST FLORISSANT @ BUZZ WESTFALL SB,NEAR SIDE WEST FLORISSANT @ BUZZ WESTFALL SB,1,38.726875,-90.276549
172,172,SKINKER @ FOREST PARK PARKWAY SB,NEAR SIDE SKINKER @ FOREST PARK PARKWAY SB,1,38.649624,-90.300736
249,249,CIVIC CENTER TRANSIT CENTER,,1,38.625451,-90.202342
273,273,STLCC FLORISSANT VALLEY,FAR SIDE STLCC FLORISSANT VALLEY,1,38.770786,-90.288557
314,314,175 BOULDER INDUSTRIAL,MID-BLOCK 175 BOULDER INDUSTRIAL,1,38.778046,-90.447131
315,315,DEPAUL @ DEPAUL HOSPITAL SB,NEAR SIDE DEPAUL @ DEPAUL HOSPITAL SB,1,38.750125,-90.43082
353,353,ATHLETIC WAY @ RIDER TRAIL SOUTH EB,FAR SIDE ATHLETIC WAY @ RIDER TRAIL SOUTH EB,2,38.76301,-90.453785
393,393,CATALAN TRANSIT CENTER,,1,38.540064,-90.265961
394,394,BROADWAY @ GASCONADE NB,NEAR SIDE BROADWAY @ GASCONADE NB,2,38.57998,-90.228968
412,412,CATALAN TRANSIT CENTER,,1,38.540046,-90.265932
414,414,TELEGRAPH @ KINGSTON SB,FAR SIDE TELEGRAPH @ KINGSTON SB,2,38.511486,-90.291397
460,460,LINDBERGH @ ST. FERDINAND WB,MID-BLOCK LINDBERGH @ ST. FERDINAND WB,1,38.799529,-90.329366
523,523,GRAND @ CHOUTEAU SB,NEAR SIDE GRAND @ CHOUTEAU SB,1,38.626269,-90.236717
673,673,LUCAS-HUNT @ NATURAL BRIDGE NB,FAR SIDE LUCAS-HUNT @ NATURAL BRIDGE NB,1,38.701854,-90.292245
714,714,VIRGINIA @ BATES NB,FAR SIDE VIRGINIA @ BATES NB,1,38.563926,-90.246369
721,721,VIRGINIA @ BATES SB,NEAR SIDE VIRGINIA @ BATES SB,2,38.564563,-90.246295
731,731,WEST FLORISSANT @ BUZZ WESTFALL PLAZA NB,NEAR SIDE WEST FLORISSANT @ BUZZ WESTFALL PLAZA NB,2,38.726591,-90.275915
759,759,14TH STREET @ WASHINGTON SB,FAR SIDE 14TH STREET @ WASHINGTON SB,2,38.632024,-90.199642
768,768,GRAVOIS-HAMPTON TRANSIT CENTER,,1,38.564759,-90.293892
791,791,GRAVOIS @ HAMPTON WB,FAR SIDE GRAVOIS @ HAMPTON WB,2,38.564039,-90.294796
880,880,KINGSHIGHWAY @ EICHELBERGER NB,FAR SIDE KINGSHIGHWAY @ EICHELBERGER NB,2,38.581227,-90.278591
1340,1340,WATERFORD @ PARKER SB,FAR SIDE WATERFORD @ PARKER SB,2,38.794858,-90.301085
1443,1443,FOREST PARK TRANSIT CENTER NB,FAR SIDE FOREST PARK TRANSIT CENTER NB,1,38.648548,-90.285285
1460,1460,FOREST PARK TRANSIT CENTER SB,NEAR SIDE FOREST PARK TRANSIT CENTER SB,1,38.648026,-90.28537
1561,1561,OLIVE @ 20TH STREET EB,FAR SIDE OLIVE @ 20TH STREET EB,1,38.631925,-90.208694
1571,1571,OLIVE @ BROADWAY EB,NEAR SIDE OLIVE @ BROADWAY EB,1,38.627426,-90.189662
1577,1577,LOCUST @ TUCKER WB,NEAR SIDE LOCUST @ TUCKER WB,1,38.630502,-90.196694
1579,1579,14TH STREET @ LOCUST SB,NEAR SIDE 14TH STREET @ LOCUST SB,1,38.630966,-90.199951
1587,1587,MARKET @ 16TH STREET WB,FAR SIDE MARKET @ 16TH STREET WB,1,38.628832,-90.204076
1589,1589,MARKET @ 20TH STREET EB,FAR SIDE MARKET @ 20TH STREET EB,1,38.629713,-90.208674
1591,1591,MARKET @ 16TH STREET EB,FAR SIDE MARKET @ 16TH STREET EB,1,38.62859,-90.203616
1609,1609,CARR @ SELBY PLACE WB,NEAR SIDE CARR @ SELBY PLACE WB,2,38.637241,-90.199371
1624,1624,CHOUTEAU @ 7TH STREET EB,NEAR SIDE CHOUTEAU @ 7TH STREET EB,1,38.617599,-90.196363
1631,1631,4TH STREET @ LOCUST NB,FAR SIDE 4TH STREET @ LOCUST NB,1,38.628589,-90.187391
1632,1632,4TH STREET @ WASHINGTON NB,FAR SIDE 4TH STREET @ WASHINGTON NB,1,38.629888,-90.186817
1642,1642,9TH STREET @ LOCUST NB,NEAR SIDE 9TH STREET @ LOCUST NB,1,38.629092,-90.193311
1644,1644,9TH STREET @ LUCAS NB,FAR SIDE 9TH STREET @ LUCAS NB,1,38.63172,-90.19247
1648,1648,9TH STREET @ COLE NB,NEAR SIDE 9TH STREET @ COLE NB,1,38.634194,-90.191529
1649,1649,TUCKER @ CHOUTEAU NB,FAR SIDE TUCKER @ CHOUTEAU NB,2,38.619344,-90.201372
1650,1650,TUCKER @ CLARK NB,NEAR SIDE TUCKER @ CLARK NB,1,38.624995,-90.199093
1652,1652,TUCKER @ PINE NB,FAR SIDE TUCKER @ PINE NB,1,38.629221,-90.197521
1656,1656,TUCKER @ COLE NB,FAR SIDE TUCKER @ COLE NB,1,38.635962,-90.195163
1660,1660,TUCKER @ ST. CHARLES SB,FAR SIDE TUCKER @ ST. CHARLES SB,1,38.631075,-90.197165
1661,1661,TUCKER @ PINE SB,NEAR SIDE TUCKER @ PINE SB,1,38.629297,-90.197791
1662,1662,TUCKER @ MARKET NB,NEAR SIDE TUCKER @ MARKET NB,1,38.627296,-90.198269
1663,1663,TUCKER @ SPRUCE SB,NEAR SIDE TUCKER @ SPRUCE SB,1,38.624569,-90.199581
1664,1664,10TH STREET @ DR ML KING SB,NEAR SIDE 10TH STREET @ DR ML KING SB,2,38.633867,-90.192939
1665,1665,10TH STREET @ LUCAS SB,NEAR SIDE 10TH STREET @ LUCAS SB,1,38.632052,-90.193534
1680,1680,BROADWAY @ CONVENTION PLAZA SB,NEAR SIDE BROADWAY @ CONVENTION PLAZA SB,1,38.631763,-90.187482
1682,1682,BROADWAY @ LOCUST SB,NEAR SIDE BROADWAY @ LOCUST SB,1,38.628946,-90.188506
1693,1693,BROADWAY @ HICKORY SB,NEAR SIDE BROADWAY @ HICKORY SB,1,38.615245,-90.194399
1712,1712,SHAW @ 39TH STREET WB,FAR SIDE SHAW @ 39TH STREET WB,1,38.615704,-90.245436
1713,1713,SHAW @ LAWRENCE WB,NEAR SIDE SHAW @ LAWRENCE WB,2,38.61591,-90.247687
1714,1714,SHAW @ THURMAN WB,NEAR SIDE SHAW @ THURMAN WB,1,38.61615,-90.250374
1715,1715,SHAW @ KLEMM WB,NEAR SIDE SHAW @ KLEMM WB,2,38.616443,-90.25341
1737,1737,ARSENAL @ SUBLETTE WB,FAR SIDE ARSENAL @ SUBLETTE WB,2,38.606314,-90.281751
1739,1739,ARSENAL @ PARC RIDGE WAY WB,FAR SIDE ARSENAL @ PARC RIDGE WAY WB,2,38.606721,-90.285952
1740,1740,ARSENAL @ 59TH STREET WB,FAR SIDE ARSENAL @ 59TH STREET WB,2,38.606878,-90.287481
1741,1741,ARSENAL @ HAMPTON WB,FAR SIDE ARSENAL @ HAMPTON WB,1,38.60706,-90.289182
1751,1751,JAMIESON @ FYLER SB,NEAR SIDE JAMIESON @ FYLER SB,2,38.603807,-90.307674
1757,1757,JAMIESON @ THOLOZAN SB,FAR SIDE JAMIESON @ THOLOZAN SB,2,38.597179,-90.308841
1758,1758,JAMIESON @ SUTHERLAND SB,NEAR SIDE JAMIESON @ SUTHERLAND SB,2,38.592321,-90.309714
1771,1771,JAMIESON @ PERNOD NB,NEAR SIDE JAMIESON @ PERNOD NB,2,38.598121,-90.308429
1776,1776,JAMIESON @ FYLER NB,FAR SIDE JAMIESON @ FYLER NB,2,38.603747,-90.30745
1778,1778,JAMIESON @ SMILEY NB,NEAR SIDE JAMIESON @ SMILEY NB,2,38.606906,-90.306894
1785,1785,ARSENAL @ HAMPTON EB,FAR SIDE ARSENAL @ HAMPTON EB,1,38.606925,-90.288542
1787,1787,ARSENAL @ DALTON EB,FAR SIDE ARSENAL @ DALTON EB,2,38.606627,-90.285594
1789,1789,ARSENAL @ SUBLETTE EB,NEAR SIDE ARSENAL @ SUBLETTE EB,1,38.60624,-90.281725
1810,1810,SHAW @ TOWER GROVE EB,FAR SIDE SHAW @ TOWER GROVE EB,1,38.616537,-90.255661
1811,1811,SHAW @ THURMAN EB,NEAR SIDE SHAW @ THURMAN EB,1,38.616126,-90.250846
1812,1812,SHAW @ LAWRENCE EB,NEAR SIDE SHAW @ LAWRENCE EB,1,38.615877,-90.248232
1813,1813,SHAW @ 39TH STREET EB,NEAR SIDE SHAW @ 39TH STREET EB,2,38.61562,-90.245516
1832,1832,BROADWAY @ CONVENT NB,NEAR SIDE BROADWAY @ CONVENT NB,2,38.615421,-90.194035
1848,1848,MANCHESTER @ NOONAN SB,FAR SIDE MANCHESTER @ NOONAN SB,1,38.61695,-90.307946
1850,1850,MANCHESTER @ YALE SB,FAR SIDE MANCHESTER @ YALE SB,1,38.614869,-90.312782
1853,1853,MANCHESTER @ OAKVIEW TERRACE WB,NEAR SIDE MANCHESTER @ OAKVIEW TERRACE WB,1,38.613439,-90.316986
1904,1904,BROADWAY @ NEBRASKA SB,NEAR SIDE BROADWAY @ NEBRASKA SB,2,38.568344,-90.237499
1908,1908,BROADWAY @ FASSEN SB,NEAR SIDE BROADWAY @ FASSEN SB,2,38.562903,-90.241364
1911,1911,BROADWAY @ FASSEN NB,NEAR SIDE BROADWAY @ FASSEN NB,2,38.562512,-90.241453
1914,1914,BROADWAY @ MAEDER NB,NEAR SIDE BROADWAY @ MAEDER NB,2,38.566878,-90.238338
1915,1915,BROADWAY @ NEBRASKA NB,NEAR SIDE BROADWAY @ NEBRASKA NB,1,38.568003,-90.237528
1949,1949,HAMPTON @ DEVONSHIRE NB,NEAR SIDE HAMPTON @ DEVONSHIRE NB,2,38.588673,-90.294066
1950,1950,HAMPTON @ SUTHERLAND NB,FAR SIDE HAMPTON @ SUTHERLAND NB,1,38.590859,-90.294467
1975,1975,MANCHESTER @ SUTTON EB,FAR SIDE MANCHESTER @ SUTTON EB,1,38.612634,-90.319511
1976,1976,MANCHESTER @ MARSHALL EB,NEAR SIDE MANCHESTER @ MARSHALL EB,1,38.613242,-90.317359
1980,1980,MANCHESTER @ YALE EB,NEAR SIDE MANCHESTER @ YALE EB,1,38.614767,-90.312767
2010,2010,DELMAR @ VANDEVENTER WB,FAR SIDE DELMAR @ VANDEVENTER WB,2,38.643587,-90.238207
2011,2011,3965 DELMAR WB,MID-BLOCK 3965 DELMAR WB,2,38.644469,-90.240196
2012,2012,DELMAR @ SARAH WB,FAR SIDE DELMAR @ SARAH WB,1,38.645534,-90.242614
2013,2013,DELMAR @ WHITTIER WB,NEAR SIDE DELMAR @ WHITTIER WB,2,38.646716,-90.245297
2014,2014,DELMAR @ PENDLETON WB,NEAR SIDE DELMAR @ PENDLETON WB,2,38.647704,-90.247548
2015,2015,DELMAR @ NEWSTEAD WB,FAR SIDE DELMAR @ NEWSTEAD WB,2,38.649122,-90.250828
2016,2016,DELMAR @ TAYLOR WB,NEAR SIDE DELMAR @ TAYLOR WB,1,38.650202,-90.25327
2017,2017,DELMAR @ WALTON WB,NEAR SIDE DELMAR @ WALTON WB,1,38.651144,-90.257264
2018,2018,DELMAR @ EUCLID WB,NEAR SIDE DELMAR @ EUCLID WB,1,38.651387,-90.260132
2019,2019,DELMAR @ KINGSHIGHWAY WB,FAR SIDE DELMAR @ KINGSHIGHWAY WB,1,38.6517,-90.264051
2020,2020,DELMAR @ ACADEMY WB,NEAR SIDE DELMAR @ ACADEMY WB,1,38.651979,-90.26689
2022,2022,DELMAR @ CLARENDON WB,FAR SIDE DELMAR @ CLARENDON WB,1,38.652432,-90.271007
2023,2023,DELMAR @ UNION WB,NEAR SIDE DELMAR @ UNION WB,1,38.652689,-90.273015
2024,2024,5351 DELMAR WB,MID-BLOCK 5351 DELMAR WB,1,38.653158,-90.275261
2025,2025,DELMAR @ BELT WB,FAR SIDE DELMAR @ BELT WB,1,38.653557,-90.279411
2026,2026,DELMAR @ CLARA WB,FAR SIDE DELMAR @ CLARA WB,1,38.653868,-90.282494
2027,2027,DELMAR @ DEBALIVIERE WB,NEAR SIDE DELMAR @ DEBALIVIERE WB,1,38.654015,-90.284016
2028,2028,DELMAR @ GOODFELLOW WB,FAR SIDE DELMAR @ GOODFELLOW WB,1,38.654342,-90.287174
2030,2030,DELMAR LOOP TRANSIT CENTER WB,,1,38.655411,-90.294881
2031,2031,DELMAR @ 6161 DELMAR WB,MID-BLOCK DELMAR @ 6161 DELMAR WB,1,38.655279,-90.297872
2033,2033,DELMAR @ LIMIT WB,NEAR SIDE DELMAR @ LIMIT WB,1,38.655754,-90.302241
2035,2035,DELMAR @ LELAND WB,NEAR SIDE DELMAR @ LELAND WB,1,38.656073,-90.305803
2037,2037,DELMAR @ KINGSLAND WB,FAR SIDE DELMAR @ KINGSLAND WB,1,38.656478,-90.309429
2038,2038,DELMAR @ YALE WB,FAR SIDE DELMAR @ YALE WB,1,38.657012,-90.315135
2039,2039,DELMAR @ VASSAR WB,FAR SIDE DELMAR @ VASSAR WB,1,38.657239,-90.317509
2040,2040,DELMAR @ MIDLAND WB,NEAR SIDE DELMAR @ MIDLAND WB,1,38.657566,-90.320456
2041,2041,DELMAR @ PURDUE WB,FAR SIDE DELMAR @ PURDUE WB,1,38.658024,-90.325294
2042,2042,DELMAR @ JACKSON WB,NEAR SIDE DELMAR @ JACKSON WB,1,38.658318,-90.328286
2043,2043,DELMAR @ HANLEY WB,FAR SIDE DELMAR @ HANLEY WB,2,38.659023,-90.33354
2045,2045,DELMAR @ NORTH AND SOUTH WB,FAR SIDE DELMAR @ NORTH AND SOUTH WB,2,38.659479,-90.3382
2048,2048,DELMAR @ CENTER WB,NEAR SIDE DELMAR @ CENTER WB,1,38.660037,-90.344218
2049,2049,DELMAR @ OLD BONHOMME WB,FAR SIDE DELMAR @ OLD BONHOMME WB,2,38.660578,-90.349656
2051,2051,DELMAR @ BERICK WB,NEAR SIDE DELMAR @ BERICK WB,2,38.66089,-90.355417
2053,2053,MCKNIGHT @ GANNON NB,NEAR SIDE MCKNIGHT @ GANNON NB,1,38.66213,-90.357131
2054,2054,MCKNIGHT @ GANNON SB,FAR SIDE MCKNIGHT @ GANNON SB,2,38.661984,-90.357212
2055,2055,MCKNIGHT @ STANFORD NB,NEAR SIDE MCKNIGHT @ STANFORD NB,2,38.663212,-90.357123
2056,2056,MCKNIGHT @ BERICK NB,NEAR SIDE MCKNIGHT @ BERICK NB,2,38.666607,-90.357072
2070,2070,MCKNIGHT @ BROOKSHIRE SB,FAR SIDE MCKNIGHT @ BROOKSHIRE SB,2,38.666832,-90.357207
2071,2071,8390 DELMAR EB,MID-BLOCK 8390 DELMAR EB,1,38.660655,-90.351848
2072,2072,DELMAR @ DELCREST EB,FAR SIDE DELMAR @ DELCREST EB,2,38.660499,-90.350284
2073,2073,DELMAR @ OLD BONHOMME EB,FAR SIDE DELMAR @ OLD BONHOMME EB,1,38.660286,-90.348081
2074,2074,DELMAR @ CENTER EB,FAR SIDE DELMAR @ CENTER EB,1,38.659916,-90.344197
2077,2077,DELMAR @ NORTH AND SOUTH EB,NEAR SIDE DELMAR @ NORTH AND SOUTH EB,1,38.659288,-90.337862
2080,2080,DELMAR @ JACKSON EB,NEAR SIDE DELMAR @ JACKSON EB,2,38.658317,-90.329387
2081,2081,DELMAR @ PURDUE EB,NEAR SIDE DELMAR @ PURDUE EB,2,38.657912,-90.325324
2082,2082,DELMAR @ MIDLAND EB,FAR SIDE DELMAR @ MIDLAND EB,1,38.657431,-90.320449
2083,2083,DELMAR @ VASSAR EB,NEAR SIDE DELMAR @ VASSAR EB,2,38.657048,-90.316489
2085,2085,BIG BEND @ SNOW WAY NB,NEAR SIDE BIG BEND @ SNOW WAY NB,2,38.650111,-90.315185
2087,2087,BIG BEND METROLINK @ FOREST PARK PARKWAY NB,NEAR SIDE BIG BEND METROLINK @ FOREST PARK PARKWAY NB,1,38.651217,-90.31492
2090,2090,DELMAR @ BIG BEND EB,FAR SIDE DELMAR @ BIG BEND EB,2,38.656734,-90.313485
2092,2092,DELMAR @ SGT MIKE KING EB,FAR SIDE DELMAR @ SGT MIKE KING EB,1,38.656361,-90.309785
2093,2093,DELMAR @ LELAND EB,NEAR SIDE DELMAR @ LELAND EB,1,38.656104,-90.306168
2095,2095,DELMAR @ LIMIT EB,NEAR SIDE DELMAR @ LIMIT EB,1,38.655618,-90.302103
2096,2096,DELMAR @ 6144 DELMAR EB,MID-BLOCK DELMAR @ 6144 DELMAR EB,1,38.655272,-90.297789
2097,2097,DELMAR LOOP TRANSIT CENTER EB,,1,38.655616,-90.295273
2098,2098,DELMAR @ DEGIVERVILLE EB,NEAR SIDE DELMAR @ DEGIVERVILLE EB,1,38.654813,-90.293287
2099,2099,DELMAR @ HAMILTON EB,NEAR SIDE DELMAR @ HAMILTON EB,1,38.654482,-90.290934
2100,2100,DELMAR @ LAUREL EB,FAR SIDE DELMAR @ LAUREL EB,1,38.654252,-90.288473
2101,2101,DELMAR @ GOODFELLOW EB,FAR SIDE DELMAR @ GOODFELLOW EB,1,38.653986,-90.285821
2103,2103,DELMAR @ CLARA EB,FAR SIDE DELMAR @ CLARA EB,1,38.653588,-90.281763
2104,2104,DELMAR @ BELT EB,NEAR SIDE DELMAR @ BELT EB,2,38.653383,-90.279474
2105,2105,5340 DELMAR EB,MID-BLOCK 5340 DELMAR EB,2,38.652938,-90.275053
2106,2106,DELMAR @ UNION EB,FAR SIDE DELMAR @ UNION EB,2,38.652484,-90.273062
2107,2107,DELMAR @ LAKE EB,NEAR SIDE DELMAR @ LAKE EB,2,38.652156,-90.270288
2108,2108,DELMAR @ ACADEMY EB,NEAR SIDE DELMAR @ ACADEMY EB,2,38.651842,-90.26703
2109,2109,DELMAR @ KINGSHIGHWAY EB,NEAR SIDE DELMAR @ KINGSHIGHWAY EB,1,38.651503,-90.263924
2110,2110,DELMAR @ EUCLID EB,FAR SIDE DELMAR @ EUCLID EB,2,38.651277,-90.260278
2111,2111,DELMAR @ WALTON EB,NEAR SIDE DELMAR @ WALTON EB,1,38.651071,-90.258144
2112,2112,DELMAR @ TAYLOR EB,NEAR SIDE DELMAR @ TAYLOR EB,2,38.6503,-90.253783
2113,2113,DELMAR @ NEWSTEAD EB,NEAR SIDE DELMAR @ NEWSTEAD EB,1,38.649074,-90.250894
2114,2114,DELMAR @ PENDLETON EB,FAR SIDE DELMAR @ PENDLETON EB,2,38.647645,-90.247704
2115,2115,DELMAR @ WHITTIER EB,FAR SIDE DELMAR @ WHITTIER EB,2,38.646525,-90.245144
2116,2116,DELMAR @ SARAH EB,NEAR SIDE DELMAR @ SARAH EB,2,38.645467,-90.242754
2117,2117,4010 DELMAR EB,MID-BLOCK 4010 DELMAR EB,2,38.644466,-90.240473
2118,2118,DELMAR @ VANDEVENTER EB,NEAR SIDE DELMAR @ VANDEVENTER EB,2,38.64349,-90.238209
2125,2125,COMPTON @ FRANKLIN NB,FAR SIDE COMPTON @ FRANKLIN NB,1,38.640405,-90.223887
2200,2200,10TH STREET @ CASS SB,FAR SIDE 10TH STREET @ CASS SB,2,38.640084,-90.190828
2269,2269,WEST FLORISSANT @ I-70 EXIT 245B SB,NEAR SIDE WEST FLORISSANT @ I-70 EXIT 245B SB,1,38.684993,-90.230686
2270,2270,WEST FLORISSANT @ SHREVE SB,FAR SIDE WEST FLORISSANT @ SHREVE SB,1,38.686672,-90.23216
2271,2271,WEST FLORISSANT @ EUCLID SB,FAR SIDE WEST FLORISSANT @ EUCLID SB,1,38.689064,-90.234234
2272,2272,KINGSHIGHWAY @ WEST FLORISSANT SB,FAR SIDE KINGSHIGHWAY @ WEST FLORISSANT SB,1,38.691316,-90.236715
2273,2273,KINGSHIGHWAY @ HARNEY SB,NEAR SIDE KINGSHIGHWAY @ HARNEY SB,2,38.690135,-90.238778
2274,2274,KINGSHIGHWAY @ THEKLA SB,FAR SIDE KINGSHIGHWAY @ THEKLA SB,1,38.688472,-90.241863
2276,2276,KINGSHIGHWAY @ LILLIAN SB,NEAR SIDE KINGSHIGHWAY @ LILLIAN SB,1,38.68695,-90.244654
2277,2277,KINGSHIGHWAY @ BIRCHER SB,FAR SIDE KINGSHIGHWAY @ BIRCHER SB,2,38.685264,-90.247194
2280,2280,KINGSHIGHWAY @ PENROSE SB,NEAR SIDE KINGSHIGHWAY @ PENROSE SB,1,38.683228,-90.24778
2281,2281,KINGSHIGHWAY @ BROWN SB,FAR SIDE KINGSHIGHWAY @ BROWN SB,1,38.680505,-90.249141
2282,2282,KINGSHIGHWAY @ MARGERETTA SB,MID-BLOCK KINGSHIGHWAY @ MARGERETTA SB,2,38.678245,-90.250699
2283,2283,KINGSHIGHWAY @ NATURAL BRIDGE SB,NEAR SIDE KINGSHIGHWAY @ NATURAL BRIDGE SB,1,38.676925,-90.251637
2284,2284,KINGSHIGHWAY @ NATURAL BRIDGE SB,FAR SIDE KINGSHIGHWAY @ NATURAL BRIDGE SB,1,38.676134,-90.252198
2285,2285,KINGSHIGHWAY @ LEXINGTON SB,NEAR SIDE KINGSHIGHWAY @ LEXINGTON SB,2,38.675107,-90.252918
2287,2287,KINGSHIGHWAY @ ST. LOUIS SB,FAR SIDE KINGSHIGHWAY @ ST. LOUIS SB,2,38.671147,-90.25566
2288,2288,KINGSHIGHWAY @ MAFFITT SB,NEAR SIDE KINGSHIGHWAY @ MAFFITT SB,1,38.669919,-90.256594
2290,2290,KINGSHIGHWAY @ HIGHLAND SB,NEAR SIDE KINGSHIGHWAY @ HIGHLAND SB,1,38.668315,-90.257846
2292,2292,KINGSHIGHWAY @ LOTUS SB,NEAR SIDE KINGSHIGHWAY @ LOTUS SB,2,38.66656,-90.259189
2294,2294,KINGSHIGHWAY @ DR ML KING SB,NEAR SIDE KINGSHIGHWAY @ DR ML KING SB,1,38.663359,-90.261474
2295,2295,KINGSHIGHWAY @ DR ML KING SB,FAR SIDE KINGSHIGHWAY @ DR ML KING SB,1,38.662864,-90.261717
2296,2296,KINGSHIGHWAY @ PAGE SB,NEAR SIDE KINGSHIGHWAY @ PAGE SB,1,38.660305,-90.262158
2297,2297,KINGSHIGHWAY @ VERNON SB,NEAR SIDE KINGSHIGHWAY @ VERNON SB,1,38.658242,-90.262475
2299,2299,KINGSHIGHWAY @ CABANNE SB,NEAR SIDE KINGSHIGHWAY @ CABANNE SB,2,38.656305,-90.262798
2300,2300,KINGSHIGHWAY @ HODIAMONT RIGHT OF WAY SB,FAR SIDE KINGSHIGHWAY @ HODIAMONT RIGHT OF WAY SB,1,38.654273,-90.263162
2302,2302,KINGSHIGHWAY @ DELMAR SB,FAR SIDE KINGSHIGHWAY @ DELMAR SB,1,38.651362,-90.26367
2303,2303,KINGSHIGHWAY @ MCPHERSON SB,NEAR SIDE KINGSHIGHWAY @ MCPHERSON SB,1,38.649997,-90.26386
2304,2304,KINGSHIGHWAY @ WATERMAN SB,NEAR SIDE KINGSHIGHWAY @ WATERMAN SB,1,38.648421,-90.264127
2305,2305,KINGSHIGHWAY @ MARYLAND SB,NEAR SIDE KINGSHIGHWAY @ MARYLAND SB,1,38.645532,-90.264625
2306,2306,KINGSHIGHWAY @ LINDELL SB,NEAR SIDE KINGSHIGHWAY @ LINDELL SB,1,38.644311,-90.264843
2308,2308,FOREST PARK @ EUCLID EB,FAR SIDE FOREST PARK @ EUCLID EB,1,38.638886,-90.261747
2309,2309,KINGSHIGHWAY @ OAKLAND  SB,FAR SIDE KINGSHIGHWAY @ OAKLAND  SB,1,38.628354,-90.264726
2310,2310,KINGSHIGHWAY @ MANCHESTER SB,NEAR SIDE KINGSHIGHWAY @ MANCHESTER SB,1,38.626453,-90.265011
2313,2313,KINGSHIGHWAY @ SHAW SB,FAR SIDE KINGSHIGHWAY @ SHAW SB,1,38.618084,-90.266729
2314,2314,KINGSHIGHWAY @ SOUTHWEST SB,FAR SIDE KINGSHIGHWAY @ SOUTHWEST SB,1,38.611884,-90.267925
2316,2316,KINGSHIGHWAY @ MAGNOLIA SB,FAR SIDE KINGSHIGHWAY @ MAGNOLIA SB,2,38.608734,-90.268566
2317,2317,KINGSHIGHWAY @ OLEATHA SB,NEAR SIDE KINGSHIGHWAY @ OLEATHA SB,1,38.596095,-90.271066
2318,2318,KINGSHIGHWAY @ THOLOZAN SB,NEAR SIDE KINGSHIGHWAY @ THOLOZAN SB,1,38.593289,-90.272157
2319,2319,KINGSHIGHWAY @ CHIPPEWA SB,FAR SIDE KINGSHIGHWAY @ CHIPPEWA SB,1,38.591233,-90.273635
2321,2321,KINGSHIGHWAY @ BANCROFT SB,FAR SIDE KINGSHIGHWAY @ BANCROFT SB,1,38.589315,-90.274928
2323,2323,KINGSHIGHWAY @ DEVONSHIRE SB,NEAR SIDE KINGSHIGHWAY @ DEVONSHIRE SB,1,38.587085,-90.276365
2325,2325,KINGSHIGHWAY @ NOTTINGHAM SB,NEAR SIDE KINGSHIGHWAY @ NOTTINGHAM SB,2,38.585383,-90.276687
2327,2327,KINGSHIGHWAY @ DELOR SB,NEAR SIDE KINGSHIGHWAY @ DELOR SB,2,38.582644,-90.278061
2329,2329,KINGSHIGHWAY @ EICHELBERGER SB,FAR SIDE KINGSHIGHWAY @ EICHELBERGER SB,1,38.580841,-90.279021
2331,2331,KINGSHIGHWAY @ ROSA NB,NEAR SIDE KINGSHIGHWAY @ ROSA NB,2,38.58012,-90.279373
2332,2332,KINGSHIGHWAY @ MURDOCH NB,NEAR SIDE KINGSHIGHWAY @ MURDOCH NB,2,38.585866,-90.276412
2333,2333,KINGSHIGHWAY @ DEVONSHIRE NB,FAR SIDE KINGSHIGHWAY @ DEVONSHIRE NB,1,38.58713,-90.27615
2334,2334,KINGSHIGHWAY @ SUTHERLAND NB,NEAR SIDE KINGSHIGHWAY @ SUTHERLAND NB,1,38.588458,-90.275293
2335,2335,KINGSHIGHWAY @ WINONA NB,NEAR SIDE KINGSHIGHWAY @ WINONA NB,2,38.589908,-90.274289
2336,2336,KINGSHIGHWAY @ CHIPPEWA NB,FAR SIDE KINGSHIGHWAY @ CHIPPEWA NB,1,38.591972,-90.272815
2338,2338,KINGSHIGHWAY @ THOLOZAN NB,NEAR SIDE KINGSHIGHWAY @ THOLOZAN NB,1,38.593834,-90.271555
2340,2340,KINGSHIGHWAY @ VANDEVENTER NB,NEAR SIDE KINGSHIGHWAY @ VANDEVENTER NB,2,38.612308,-90.267626
2342,2342,KINGSHIGHWAY @ SHAW NB,FAR SIDE KINGSHIGHWAY @ SHAW NB,1,38.6179,-90.266482
2343,2343,KINGSHIGHWAY @ MCREE SB,FAR SIDE KINGSHIGHWAY @ MCREE SB,1,38.620057,-90.266304
2344,2344,KINGSHIGHWAY @ MCREE NB,NEAR SIDE KINGSHIGHWAY @ MCREE NB,1,38.619454,-90.266171
2345,2345,KINGSHIGHWAY @ MANCHESTER NB,FAR SIDE KINGSHIGHWAY @ MANCHESTER NB,1,38.626205,-90.264801
2347,2347,FOREST PARK @ EUCLID WB,NEAR SIDE FOREST PARK @ EUCLID WB,1,38.639058,-90.261936
2348,2348,KINGSHIGHWAY @ LACLEDE NB,NEAR SIDE KINGSHIGHWAY @ LACLEDE NB,1,38.640719,-90.265303
2349,2349,KINGSHIGHWAY @  LINDELL NB,NEAR SIDE KINGSHIGHWAY @  LINDELL NB,1,38.643563,-90.264814
2350,2350,KINGSHIGHWAY @ MARYLAND NB,FAR SIDE KINGSHIGHWAY @ MARYLAND NB,1,38.646004,-90.264361
